# Superapp — matriz de cobertura método × motor
# manifiesto: 690 símbolos · motores corridos: mssql · gate: estricto
# Estados: PASS=invocado · MISSING=in-scope sin invocar · FAIL=assert/fuga rojo.
# Los motores fuera de -engines aparecen MISSING en todas las filas y NO entran en el gate.
# La primera fila '!! engine-run' es la salud por motor, no un símbolo.

MÉTODO                                                             sqlite   postgres  mysql    mariadb  mssql  oracle
github.com/jcsvwinston/quark.RowNumber                             MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.SQLite                                MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.ScanTarget                            MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.ScatterCount                          MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.ScatterGather                         MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.SchemaPerTenant                       MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Scope                                 MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.ShardFunc                             MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.ShardKeyFromContext                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.ShardResolver                         MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.ShardRouter                           MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.SomeOf                                MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Sticky                                MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.StrictReadsMode                       MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.StrictReadsOff                        MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.StrictReadsReject                     MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.StrictReadsWarn                       MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.StubBinder                            MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.StubScanner                           MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Sub                                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.Subquery                              MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.SyncOptions                           MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.TenantConfig                          MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.TenantRouter                          MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.TenantStrategy                        MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.TrackReads                            MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.TxFromContext                         MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithCacheCrossInstance                MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithCacheJitter                       MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithCacheStore                        MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithCacheXFetchBeta                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithConnMaxIdleTime                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithConnMaxLifetime                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithDeadlockRetry                     MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithDefaultTZ                         MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithDialect                           MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithLimits                            MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithLogger                            MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithMaxIdleConns                      MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithMaxOpenConns                      MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithMiddleware                        MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithQueryObserver                     MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithReplicaDownCooldown               MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithReplicaStrategy                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithReplicas                          MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithShardKey                          MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithShardKeyOf                        MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithSlowQueryThreshold                MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark.WithStrictReads                       MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).AcquireLock     MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).Close           MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).Delete          MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).Get             MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).InvalidateTags  MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).Set             MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/cache/memory.New                      MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/migrate.(*Migrator).Down              MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/migrate.(*Migrator).GetApplied        MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/migrate.(*Migrator).Init              MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/migrate.(*Migrator).Up                MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/migrate.(*Migrator).UpDryRun          MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/migrate.Migration                     MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/migrate.Migrator                      MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/migrate.NewMigrator                   MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/migrate.Register                      MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/migrate.RegisteredCount               MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/migrate.RegisteredIDs                 MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/migrate.Reset                         MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/otel.(*Middleware).WrapExec           MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/otel.(*Middleware).WrapQuery          MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/otel.(*Middleware).WrapQueryRow       MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/otel.IncludeArgs                      MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/otel.Middleware                       MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/otel.New                              MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/otel.Option                           MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/otel.RedactArgs                       MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/otel.RedactionMode                    MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/otel.WithDBSystem                     MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/otel.WithSpanRedaction                MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/quarkmigrate.ParseAction              MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/quarktenant.DefaultInstallOptions     MISSING  MISSING   MISSING  MISSING  PASS   MISSING
github.com/jcsvwinston/quark/quarktenant.ParseAction               MISSING  MISSING   MISSING  MISSING  PASS   MISSING
