# Superapp — matriz de cobertura método × motor
# manifiesto: 746 símbolos · motores corridos: sqlite · gate: estricto
# Estados: PASS=invocado · MISSING=in-scope sin invocar · FAIL=assert/fuga rojo.
# Los motores fuera de -engines aparecen MISSING en todas las filas y NO entran en el gate.
# La primera fila '!! engine-run' es la salud por motor, no un símbolo.

MÉTODO                                                             sqlite   postgres  mysql    mariadb  mssql    oracle
github.com/jcsvwinston/quark.PostgreSQL                            MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Predicate                             PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Rank                                  MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RegisterDialect                       MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RegisterGeneratedMeta                 MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RegisterTypeMapper                    MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RegisterTypedBinder                   MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RegisterTypedScanner                  MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ReplicaLeastConn                      PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ReplicaRandom                         PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ReplicaRoundRobin                     PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ReplicaStrategy                       PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RowLevelSecurityClient                PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RowLevelSecurityNative                PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.RowNumber                             PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.SQLite                                MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ScanTarget                            MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ScatterCount                          PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ScatterGather                         PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.SchemaPerTenant                       PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Scope                                 PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ShardFunc                             PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ShardKeyFromContext                   PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ShardResolver                         PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ShardRouter                           PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.SomeOf                                MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Sticky                                PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.StubBinder                            MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.StubScanner                           MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Sub                                   MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Subquery                              PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.TenantConfig                          PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.TenantRouter                          PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.TenantStrategy                        PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.TrackReads                            MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.TxFromContext                         MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WhereInOf                             PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithCacheCrossInstance                MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithCacheJitter                       MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithCacheStore                        PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithCacheXFetchBeta                   MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithConnMaxIdleTime                   MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithConnMaxLifetime                   MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithDeadlockRetry                     PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithDefaultTZ                         MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithDialect                           MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithLimits                            PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithLogger                            PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithMaxIdleConns                      MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithMaxOpenConns                      MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithMiddleware                        PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithQueryObserver                     MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithReplicaDownCooldown               PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithReplicaStrategy                   PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithReplicas                          PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithShardKey                          PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithShardKeyOf                        PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithSlowQueryThreshold                PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithStrictColumns                     MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithStrictReads                       MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).AcquireLock     MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).Close           MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).Delete          MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).Get             MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).InvalidateTags  MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).Set             MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.New                      MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.(*Migrator).Down              MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.(*Migrator).GetApplied        MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.(*Migrator).Init              MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.(*Migrator).Up                MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.(*Migrator).UpDryRun          MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.NewMigrator                   MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.Register                      MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.RegisteredCount               MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.RegisteredIDs                 MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.Reset                         MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.(*Middleware).WrapExec           PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.(*Middleware).WrapQuery          PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.(*Middleware).WrapQueryRow       PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.IncludeArgs                      PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.Middleware                       PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.New                              PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.Option                           PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.RedactArgs                       PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.RedactionMode                    PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.WithDBSystem                     PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.WithSpanRedaction                PASS     MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/quarkmigrate.ParseAction              MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/quarktenant.DefaultInstallOptions     MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/quarktenant.ParseAction               MISSING  MISSING   MISSING  MISSING  MISSING  MISSING
