# Superapp — matriz de cobertura método × motor
# manifiesto: 690 símbolos · motores corridos: sqlite,postgres · gate: estricto
# Estados: PASS=invocado · MISSING=in-scope sin invocar · FAIL=assert/fuga rojo.
# Los motores fuera de -engines aparecen MISSING en todas las filas y NO entran en el gate.
# La primera fila '!! engine-run' es la salud por motor, no un símbolo.

MÉTODO                                                             sqlite   postgres  mysql    mariadb  mssql    oracle
github.com/jcsvwinston/quark.ScatterCount                          PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ScatterGather                         PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.SchemaPerTenant                       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Scope                                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ShardFunc                             PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ShardKeyFromContext                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ShardResolver                         PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ShardRouter                           PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.SomeOf                                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Sticky                                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.StrictReadsMode                       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.StrictReadsOff                        PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.StrictReadsReject                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.StrictReadsWarn                       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.StubBinder                            PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.StubScanner                           PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Sub                                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Subquery                              PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.SyncOptions                           PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.TenantConfig                          PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.TenantRouter                          PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.TenantStrategy                        PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.TrackReads                            PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.TxFromContext                         PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithCacheCrossInstance                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithCacheJitter                       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithCacheStore                        PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithCacheXFetchBeta                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithConnMaxIdleTime                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithConnMaxLifetime                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithDeadlockRetry                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithDefaultTZ                         PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithDialect                           PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithLimits                            PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithLogger                            PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithMaxIdleConns                      PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithMaxOpenConns                      PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithMiddleware                        PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithQueryObserver                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithReplicaDownCooldown               PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithReplicaStrategy                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithReplicas                          PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithShardKey                          PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithShardKeyOf                        PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithSlowQueryThreshold                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithStrictReads                       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).AcquireLock     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).Close           PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).Delete          PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).Get             PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).InvalidateTags  PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).Set             PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.New                      PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.(*Migrator).Down              PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.(*Migrator).GetApplied        PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.(*Migrator).Init              PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.(*Migrator).Up                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.(*Migrator).UpDryRun          PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.Migration                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.Migrator                      PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.NewMigrator                   PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.Register                      PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.RegisteredCount               PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.RegisteredIDs                 PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.Reset                         PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.(*Middleware).WrapExec           PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.(*Middleware).WrapQuery          PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.(*Middleware).WrapQueryRow       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.IncludeArgs                      PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.Middleware                       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.New                              PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.Option                           PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.RedactArgs                       PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.RedactionMode                    PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.WithDBSystem                     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.WithSpanRedaction                PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/quarkmigrate.ParseAction              PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/quarktenant.DefaultInstallOptions     PASS     PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/quarktenant.ParseAction               PASS     PASS      MISSING  MISSING  MISSING  MISSING
