# Superapp — matriz de cobertura método × motor
# manifiesto: 690 símbolos · motores corridos: sqlite,postgres · gate: estricto
# Estados: PASS=invocado · MISSING=in-scope sin invocar · FAIL=assert/fuga rojo.
# Los motores fuera de -engines aparecen MISSING en todas las filas y NO entran en el gate.
# La primera fila '!! engine-run' es la salud por motor, no un símbolo.

MÉTODO                                                             sqlite  postgres  mysql    mariadb  mssql    oracle
github.com/jcsvwinston/quark.SQLite                                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ScanTarget                            PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ScatterCount                          PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ScatterGather                         PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.SchemaPerTenant                       PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Scope                                 PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ShardFunc                             PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ShardKeyFromContext                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ShardResolver                         PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.ShardRouter                           PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.SomeOf                                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Sticky                                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.StrictReadsMode                       PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.StrictReadsOff                        PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.StrictReadsReject                     PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.StrictReadsWarn                       PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.StubBinder                            PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.StubScanner                           PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Sub                                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.Subquery                              PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.SyncOptions                           PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.TenantConfig                          PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.TenantRouter                          PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.TenantStrategy                        PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.TrackReads                            PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.TxFromContext                         PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithCacheCrossInstance                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithCacheJitter                       PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithCacheStore                        PASS    PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithCacheXFetchBeta                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithConnMaxIdleTime                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithConnMaxLifetime                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithDeadlockRetry                     PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithDefaultTZ                         PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithDialect                           PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithLimits                            PASS    PASS      MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithLogger                            PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithMaxIdleConns                      PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithMaxOpenConns                      PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithMiddleware                        PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithQueryObserver                     PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithReplicaDownCooldown               PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithReplicaStrategy                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithReplicas                          PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithShardKey                          PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithShardKeyOf                        PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithSlowQueryThreshold                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark.WithStrictReads                       PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).AcquireLock     PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).Close           PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).Delete          PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).Get             PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).InvalidateTags  PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.(*Store).Set             PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/cache/memory.New                      PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.(*Migrator).Down              PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.(*Migrator).GetApplied        PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.(*Migrator).Init              PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.(*Migrator).Up                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.(*Migrator).UpDryRun          PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.Migration                     PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.Migrator                      PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.NewMigrator                   PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.Register                      PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.RegisteredCount               PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.RegisteredIDs                 PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/migrate.Reset                         PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.(*Middleware).WrapExec           PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.(*Middleware).WrapQuery          PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.(*Middleware).WrapQueryRow       PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.IncludeArgs                      PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.Middleware                       PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.New                              PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.Option                           PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.RedactArgs                       PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.RedactionMode                    PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.WithDBSystem                     PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/otel.WithSpanRedaction                PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/quarkmigrate.ParseAction              PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/quarktenant.DefaultInstallOptions     PASS    MISSING   MISSING  MISSING  MISSING  MISSING
github.com/jcsvwinston/quark/quarktenant.ParseAction               PASS    MISSING   MISSING  MISSING  MISSING  MISSING
